"Series";"Time";"Value"
"Z";"2020-09-26T17:14:02-04:00";17120
"Z";"2020-09-26T17:14:02-04:00";18352
"Z";"2020-09-26T17:14:02-04:00";18996
"Z";"2020-09-26T17:14:02-04:00";18363
"Z";"2020-09-26T17:14:02-04:00";14093
"Z";"2020-09-26T17:14:02-04:00";11832
"Z";"2020-09-26T17:14:02-04:00";15326
"Z";"2020-09-26T17:14:02-04:00";16849
"Z";"2020-09-26T17:14:02-04:00";18860
"Z";"2020-09-26T17:14:02-04:00";21296
"Z";"2020-09-26T17:14:02-04:00";18337
"Z";"2020-09-26T17:14:02-04:00";13445
"Z";"2020-09-26T17:14:02-04:00";12387
"Z";"2020-09-26T17:14:02-04:00";13336
"Z";"2020-09-26T17:14:02-04:00";17030
"Z";"2020-09-26T17:14:02-04:00";21175
"Z";"2020-09-26T17:14:02-04:00";19677
"Z";"2020-09-26T17:14:02-04:00";15831
"Z";"2020-09-26T17:14:02-04:00";14778
"Z";"2020-09-26T17:14:02-04:00";13068
"Z";"2020-09-26T17:14:02-04:00";13956
"Z";"2020-09-26T17:14:02-04:00";17266
"Z";"2020-09-26T17:14:02-04:00";19827
"Z";"2020-09-26T17:14:02-04:00";21892
"Z";"2020-09-26T17:14:02-04:00";16455
"Z";"2020-09-26T17:14:02-04:00";11800
"Z";"2020-09-26T17:14:02-04:00";13884
"Z";"2020-09-26T17:14:02-04:00";15933
"Z";"2020-09-26T17:14:02-04:00";16458
"Z";"2020-09-26T17:14:02-04:00";18712
"Z";"2020-09-26T17:14:02-04:00";19533
"Z";"2020-09-26T17:14:02-04:00";16231
"Z";"2020-09-26T17:14:02-04:00";14354
"Z";"2020-09-26T17:14:02-04:00";13946
"Z";"2020-09-26T17:14:02-04:00";15645
"Z";"2020-09-26T17:14:02-04:00";18975
"Z";"2020-09-26T17:14:02-04:00";19231
"Z";"2020-09-26T17:14:02-04:00";18120
"Z";"2020-09-26T17:14:02-04:00";15953
"Z";"2020-09-26T17:14:02-04:00";13760
"Z";"2020-09-26T17:14:02-04:00";13703
"Z";"2020-09-26T17:14:02-04:00";15015
"Z";"2020-09-26T17:14:02-04:00";17826
"Z";"2020-09-26T17:14:02-04:00";20013
"Z";"2020-09-26T17:14:02-04:00";19390
"Z";"2020-09-26T17:14:02-04:00";15671
"Z";"2020-09-26T17:14:02-04:00";14304
"Z";"2020-09-26T17:14:02-04:00";14332
"Z";"2020-09-26T17:14:02-04:00";13644
"Z";"2020-09-26T17:14:02-04:00";17050
"Z";"2020-09-26T17:14:02-04:00";20193
"Z";"2020-09-26T17:14:02-04:00";19342
"Z";"2020-09-26T17:14:02-04:00";17523
"Z";"2020-09-26T17:14:03-04:00";14896
"Z";"2020-09-26T17:14:03-04:00";13838
"Z";"2020-09-26T17:14:03-04:00";14014
"Z";"2020-09-26T17:14:03-04:00";15209
"Z";"2020-09-26T17:14:03-04:00";18956
"Z";"2020-09-26T17:14:03-04:00";20201
"Z";"2020-09-26T17:14:03-04:00";18722
"Z";"2020-09-26T17:14:03-04:00";16323
"Z";"2020-09-26T17:14:03-04:00";13227
"Z";"2020-09-26T17:14:03-04:00";12032
"Z";"2020-09-26T17:14:03-04:00";14869
"Z";"2020-09-26T17:14:03-04:00";18769
"Z";"2020-09-26T17:14:03-04:00";20511
"Z";"2020-09-26T17:14:03-04:00";20129
"Z";"2020-09-26T17:14:03-04:00";16661
"Z";"2020-09-26T17:14:03-04:00";13091
"Z";"2020-09-26T17:14:03-04:00";11765
"Z";"2020-09-26T17:14:03-04:00";13583
"Z";"2020-09-26T17:14:03-04:00";19167
"Z";"2020-09-26T17:14:03-04:00";20704
"Z";"2020-09-26T17:14:03-04:00";19173
"Z";"2020-09-26T17:14:03-04:00";17806
"Z";"2020-09-26T17:14:03-04:00";13225
"Z";"2020-09-26T17:14:03-04:00";12656
"Z";"2020-09-26T17:14:03-04:00";16004
"Z";"2020-09-26T17:14:03-04:00";17780
"Z";"2020-09-26T17:14:03-04:00";18458
"Z";"2020-09-26T17:14:03-04:00";18437
"Z";"2020-09-26T17:14:03-04:00";16443
"Z";"2020-09-26T17:14:03-04:00";14081
"Z";"2020-09-26T17:14:03-04:00";15149
"Z";"2020-09-26T17:14:03-04:00";17075
"Z";"2020-09-26T17:14:03-04:00";17892
"Z";"2020-09-26T17:14:03-04:00";17191
"Z";"2020-09-26T17:14:03-04:00";16022
"Z";"2020-09-26T17:14:03-04:00";16049
"Z";"2020-09-26T17:14:03-04:00";15597
"Z";"2020-09-26T17:14:03-04:00";16032
"Z";"2020-09-26T17:14:03-04:00";18466
"Z";"2020-09-26T17:14:03-04:00";18296
"Z";"2020-09-26T17:14:03-04:00";16077
"Z";"2020-09-26T17:14:03-04:00";14983
"Z";"2020-09-26T17:14:03-04:00";14814
"Z";"2020-09-26T17:14:03-04:00";16000
"Z";"2020-09-26T17:14:03-04:00";18256
"Z";"2020-09-26T17:14:03-04:00";17687
"Z";"2020-09-26T17:14:03-04:00";15768
"Z";"2020-09-26T17:14:03-04:00";16242
"Z";"2020-09-26T17:14:03-04:00";16442
"Z";"2020-09-26T17:14:03-04:00";15968
"Z";"2020-09-26T17:14:03-04:00";16086
"Z";"2020-09-26T17:14:03-04:00";17277
"Z";"2020-09-26T17:14:03-04:00";17393
"Z";"2020-09-26T17:14:03-04:00";15658
"Z";"2020-09-26T17:14:03-04:00";16004
"Z";"2020-09-26T17:14:03-04:00";17808
"Z";"2020-09-26T17:14:03-04:00";16595
"Z";"2020-09-26T17:14:03-04:00";15439
"Z";"2020-09-26T17:14:03-04:00";16022
"Z";"2020-09-26T17:14:03-04:00";16159
"Z";"2020-09-26T17:14:03-04:00";16714
"Z";"2020-09-26T17:14:03-04:00";17246
"Z";"2020-09-26T17:14:03-04:00";17302
"Z";"2020-09-26T17:14:03-04:00";17098
"Z";"2020-09-26T17:14:03-04:00";16233
"Z";"2020-09-26T17:14:03-04:00";14455
"Z";"2020-09-26T17:14:03-04:00";15380
"Z";"2020-09-26T17:14:03-04:00";16961
"Z";"2020-09-26T17:14:03-04:00";18276
"Z";"2020-09-26T17:14:03-04:00";18143
"Z";"2020-09-26T17:14:03-04:00";16089
"Z";"2020-09-26T17:14:03-04:00";16604
"Z";"2020-09-26T17:14:03-04:00";15363
"Z";"2020-09-26T17:14:03-04:00";13548
"Z";"2020-09-26T17:14:03-04:00";15619
"Z";"2020-09-26T17:14:03-04:00";18908
"Z";"2020-09-26T17:14:03-04:00";18977
"Z";"2020-09-26T17:14:03-04:00";16876
"Z";"2020-09-26T17:14:03-04:00";16351
"Z";"2020-09-26T17:14:03-04:00";15223
"Z";"2020-09-26T17:14:03-04:00";14045
"Z";"2020-09-26T17:14:03-04:00";15183
"Z";"2020-09-26T17:14:03-04:00";17527
"Z";"2020-09-26T17:14:03-04:00";19326
"Z";"2020-09-26T17:14:03-04:00";18197
"Z";"2020-09-26T17:14:03-04:00";16838
"Z";"2020-09-26T17:14:03-04:00";16525
"Z";"2020-09-26T17:14:03-04:00";15535
"Z";"2020-09-26T17:14:03-04:00";15414
"Z";"2020-09-26T17:14:03-04:00";14990
"Z";"2020-09-26T17:14:03-04:00";15133
"Z";"2020-09-26T17:14:03-04:00";16980
"Z";"2020-09-26T17:14:03-04:00";19144
"Z";"2020-09-26T17:14:03-04:00";19132
"Z";"2020-09-26T17:14:03-04:00";16705
"Z";"2020-09-26T17:14:03-04:00";14463
"Z";"2020-09-26T17:14:03-04:00";13599
"Z";"2020-09-26T17:14:03-04:00";14582
"Z";"2020-09-26T17:14:03-04:00";16796
"Z";"2020-09-26T17:14:03-04:00";19741
"Z";"2020-09-26T17:14:04-04:00";20190
"Z";"2020-09-26T17:14:04-04:00";16876
"Z";"2020-09-26T17:14:04-04:00";14052
"Z";"2020-09-26T17:14:04-04:00";12868
